x1,x2,y1,y2,mask
408,63,673,409,TRUE
2,337,239,593,TRUE
131,161,262,292,FALSE
199,5,263,87,TRUE
82,1,156,93,TRUE
275,13,482,242,TRUE
572,109,784,337,TRUE
489,97,666,337,TRUE
260,88,620,506,TRUE
130,217,243,318,TRUE
502,20,583,142,TRUE
118,56,198,140,TRUE
457,212,489,253,TRUE
139,41,473,450,TRUE
278,3,362,88,TRUE
1308,575,1430,715,TRUE
537,195,693,432,FALSE
884,174,986,302,FALSE
763,31,859,149,FALSE
596,148,684,238,FALSE
421,30,511,155,FALSE
361,91,424,169,FALSE
248,138,343,266,FALSE
131,122,217,238,FALSE
173,184,234,266,TRUE
318,146,371,210,TRUE
108,202,478,766,TRUE
18,4,716,624,FALSE
427,56,605,309,FALSE
3,86,181,358,FALSE
13,2,409,384,TRUE
376,117,441,204,TRUE
620,32,635,51,TRUE
658,40,671,52,TRUE
153,37,166,55,FALSE
60,1,431,367,TRUE
663,170,715,232,TRUE
471,174,523,239,TRUE
418,179,463,235,TRUE
302,160,360,236,TRUE
204,177,241,223,TRUE
156,170,200,232,TRUE
262,178,297,218,TRUE
1,211,33,262,TRUE
153,63,509,507,TRUE
124,12,504,504,TRUE
645,3,1002,346,TRUE
89,1,252,203,FALSE
68,4,439,416,TRUE
522,199,585,269,TRUE
128,137,580,777,FALSE
303,55,463,278,FALSE
367,32,552,290,TRUE
677,163,946,533,FALSE
672,435,727,513,TRUE
455,357,522,447,TRUE
250,10,578,509,TRUE
167,5,228,81,TRUE
105,45,260,217,FALSE
90,57,396,456,TRUE
88,5,696,622,TRUE
140,28,346,325,TRUE
172,50,359,273,TRUE
415,158,595,352,TRUE
740,172,944,400,TRUE
606,335,679,410,TRUE
238,364,303,431,TRUE
432,382,473,435,TRUE
449,348,479,377,FALSE
84,155,382,576,TRUE
346,21,560,276,FALSE
387,323,460,430,FALSE
255,1,649,477,TRUE
103,15,599,618,TRUE
257,70,368,209,TRUE
229,0,497,315,TRUE
295,28,431,218,TRUE
641,88,770,261,TRUE
301,308,785,839,FALSE
133,8,565,603,TRUE
239,27,394,236,TRUE
157,1,592,505,TRUE
189,6,504,434,TRUE
104,46,444,583,TRUE
447,25,606,259,TRUE
112,113,262,307,TRUE
383,52,582,306,TRUE
609,0,710,48,FALSE
842,263,1038,533,TRUE
465,114,607,306,FALSE
751,21,948,265,FALSE
31,1,73,46,TRUE
195,26,229,74,TRUE
239,31,277,73,TRUE
309,17,339,57,FALSE
374,22,409,64,FALSE
159,41,229,132,TRUE
326,118,353,148,TRUE
549,131,580,161,TRUE
609,84,653,146,FALSE
304,2,567,338,TRUE
150,62,482,516,TRUE
197,73,431,385,TRUE
106,119,483,604,FALSE
0,243,288,598,FALSE
439,158,485,232,TRUE
359,5,497,170,FALSE
268,60,417,265,TRUE
214,0,548,319,FALSE
686,135,781,241,TRUE
124,124,207,217,TRUE
9,31,58,103,TRUE
147,171,446,513,TRUE
159,30,1591,1948,FALSE
349,15,588,332,TRUE
451,109,512,184,TRUE
178,188,206,224,TRUE
853,233,1005,443,TRUE
306,180,610,561,TRUE
290,43,463,251,FALSE
285,228,355,312,TRUE
278,170,367,259,TRUE
21,141,91,212,FALSE
191,28,281,151,TRUE
51,37,231,286,TRUE
250,28,410,264,TRUE
384,198,479,294,TRUE
122,5,636,608,TRUE
137,60,216,159,TRUE
33,97,105,177,TRUE
207,117,266,185,TRUE
625,5,834,230,TRUE
485,164,599,285,TRUE
127,9,305,195,TRUE
197,31,527,518,TRUE
333,4,550,270,FALSE
123,163,442,559,FALSE
458,298,654,547,FALSE
278,190,355,302,TRUE
284,342,377,452,TRUE
282,7,424,162,FALSE
257,107,394,271,TRUE
578,49,647,178,TRUE
466,133,552,233,TRUE
0,209,67,315,TRUE
764,69,1061,489,FALSE
220,34,435,317,TRUE
290,220,338,289,TRUE
182,254,213,296,TRUE
143,27,291,216,TRUE
509,273,1254,1202,FALSE
178,55,419,404,TRUE
456,87,616,297,FALSE
380,164,456,255,TRUE
252,0,526,389,TRUE
197,81,265,166,TRUE
341,62,413,151,TRUE
41,67,157,187,TRUE
228,7,511,353,TRUE
1,3,436,617,TRUE
100,9,605,538,TRUE
845,142,1395,872,TRUE
106,243,140,291,TRUE
1091,392,2124,1754,TRUE
95,9,406,409,TRUE
224,30,372,177,TRUE
134,16,497,499,TRUE
341,187,393,252,TRUE
115,231,168,292,TRUE
199,198,411,429,TRUE
459,36,662,293,TRUE
268,6,327,84,TRUE
445,66,544,195,FALSE
807,84,905,213,FALSE
70,200,158,297,FALSE
234,2,463,313,TRUE
197,6,328,133,TRUE
827,70,1113,408,TRUE
21,26,344,390,TRUE
181,19,384,323,TRUE
245,71,318,178,TRUE
83,21,166,144,TRUE
392,108,461,198,TRUE
290,43,342,118,TRUE
167,19,238,115,TRUE
203,6,500,374,TRUE
404,14,485,120,TRUE
138,89,206,184,TRUE
738,53,768,154,TRUE
192,53,358,296,TRUE
29,9,661,818,FALSE
180,151,568,657,FALSE
342,57,508,281,TRUE
116,80,219,202,TRUE
236,194,282,253,FALSE
526,95,621,191,FALSE
308,130,390,244,TRUE
543,40,644,183,TRUE
678,161,737,225,TRUE
384,115,435,186,TRUE
436,156,494,250,TRUE
728,180,853,336,TRUE
225,7,685,481,TRUE
305,15,711,646,TRUE
188,16,502,377,FALSE
246,58,308,139,TRUE
138,4,597,607,TRUE
393,111,469,216,TRUE
72,120,148,226,TRUE
337,95,406,184,FALSE
464,119,541,193,FALSE
223,111,314,209,TRUE
103,24,241,175,TRUE
388,106,461,211,TRUE
464,101,565,235,TRUE
197,4,519,402,TRUE
88,282,350,640,TRUE
89,5,159,88,TRUE
308,53,358,121,TRUE
401,59,599,332,TRUE
513,114,644,315,FALSE
652,162,788,341,FALSE
295,102,465,335,TRUE
162,26,273,163,TRUE
420,5,531,89,TRUE
451,174,497,239,TRUE
346,191,389,254,TRUE
210,181,251,227,TRUE
15,0,380,400,TRUE
265,186,675,655,FALSE
80,29,428,546,TRUE
647,2,866,298,TRUE
25,1,233,243,TRUE
325,104,426,235,FALSE
132,45,488,551,TRUE
495,120,559,203,TRUE
332,161,405,235,TRUE
185,122,251,199,TRUE
425,26,739,407,FALSE
373,38,461,137,TRUE
330,118,451,255,TRUE
9,2,167,190,TRUE
599,143,680,243,TRUE
473,113,552,217,TRUE
225,0,569,475,TRUE
72,99,449,619,TRUE
362,61,449,168,TRUE
337,70,429,201,FALSE
806,264,1521,1153,FALSE
2647,537,3225,1269,FALSE
272,1,598,416,FALSE
385,151,462,269,TRUE
354,43,624,399,TRUE
467,298,681,586,TRUE
169,77,496,437,TRUE
941,3,1071,182,TRUE
193,3,468,329,TRUE
90,31,218,183,FALSE
14,76,78,162,TRUE
162,73,238,169,TRUE
281,6,362,125,TRUE
460,93,523,187,TRUE
3574,991,4021,1529,TRUE
113,3,562,493,TRUE
167,188,287,318,FALSE
411,90,507,213,FALSE
765,31,905,181,FALSE
128,0,579,579,TRUE
341,307,391,372,TRUE
578,386,621,466,TRUE
592,0,714,90,TRUE
50,306,104,372,TRUE
0,427,21,493,TRUE
134,15,422,359,FALSE
375,182,422,243,TRUE
50,0,399,613,TRUE
1552,283,2040,893,FALSE
192,54,606,587,TRUE
294,49,460,239,TRUE
719,64,852,212,TRUE
531,30,629,173,TRUE
308,223,354,282,FALSE
134,5,305,181,TRUE
3,2,405,443,TRUE
73,0,326,317,TRUE
571,134,740,345,TRUE
282,170,436,374,TRUE
69,191,275,455,TRUE
970,71,1129,369,TRUE
58,125,146,232,TRUE
264,34,682,557,TRUE
308,17,418,161,FALSE
274,51,350,175,TRUE
336,26,481,215,TRUE
617,136,713,270,TRUE
867,57,907,174,FALSE
697,126,902,386,FALSE
154,101,258,221,FALSE
198,123,328,282,FALSE
319,4,744,616,TRUE
41,62,125,187,TRUE
405,65,462,137,TRUE
579,13,686,164,TRUE
254,73,432,291,FALSE
474,181,888,610,TRUE
196,125,737,852,FALSE
55,86,193,195,TRUE
131,132,199,224,TRUE
51,8,396,426,TRUE
378,45,690,495,TRUE
303,0,504,218,FALSE
175,42,524,485,TRUE
578,98,1006,582,TRUE
459,85,509,144,TRUE
283,89,343,154,TRUE
641,97,692,160,TRUE
84,69,110,99,FALSE
141,90,166,121,FALSE
446,205,619,420,FALSE
334,221,466,433,FALSE
241,326,371,484,FALSE
869,113,998,231,FALSE
368,177,496,367,TRUE
203,106,363,359,TRUE
305,84,396,190,TRUE
357,14,974,694,TRUE
453,243,629,439,TRUE
156,3,484,505,TRUE
222,97,409,348,TRUE
522,194,788,537,TRUE
864,3,1034,209,TRUE
1025,0,1139,133,FALSE
110,8,228,152,TRUE
317,15,449,199,FALSE
647,0,752,98,FALSE
139,104,393,506,TRUE
144,6,604,599,TRUE
327,60,480,236,TRUE
136,46,331,292,FALSE
120,7,433,321,TRUE
288,35,393,159,TRUE
89,10,495,496,TRUE
601,322,780,582,TRUE
62,201,158,325,TRUE
416,193,486,284,TRUE
34,37,110,143,TRUE
503,150,562,212,FALSE
596,178,678,258,FALSE
299,177,380,255,TRUE
186,22,255,96,TRUE
129,312,235,422,TRUE
231,322,368,502,TRUE
556,31,617,100,TRUE
636,38,687,99,TRUE
697,148,763,209,FALSE
144,133,187,193,TRUE
309,0,373,61,TRUE
447,132,497,189,TRUE
731,42,771,83,TRUE
395,13,446,72,FALSE
695,248,779,341,FALSE
234,55,490,414,TRUE
213,218,293,315,TRUE
1,151,68,239,TRUE
178,35,282,159,TRUE
633,175,706,241,TRUE
455,174,490,222,TRUE
540,153,582,206,TRUE
501,669,1992,2795,FALSE
1116,186,1190,266,FALSE
778,116,958,320,FALSE
579,34,743,271,FALSE
55,255,122,336,FALSE
209,268,272,343,FALSE
305,211,366,281,FALSE
355,251,418,331,FALSE
532,199,604,296,FALSE
675,222,752,312,FALSE
748,256,825,362,FALSE
859,192,935,282,FALSE
49,53,278,343,TRUE
472,88,630,282,TRUE
57,51,111,129,TRUE
185,47,248,135,TRUE
315,50,364,117,TRUE
434,70,482,143,TRUE
190,27,413,311,FALSE
152,174,558,693,TRUE
242,89,528,432,TRUE
237,30,363,210,TRUE
431,15,573,192,TRUE
314,134,681,639,FALSE
91,4,259,215,TRUE
408,2,682,240,TRUE
221,61,540,476,TRUE
210,129,559,481,TRUE
41,48,288,368,TRUE
302,55,471,275,TRUE
19,30,204,268,TRUE
360,197,582,464,FALSE
81,59,564,653,TRUE
295,171,393,286,FALSE
192,3,357,212,FALSE
208,209,257,265,FALSE
1063,144,1177,361,TRUE
925,98,1056,252,TRUE
800,113,898,206,TRUE
541,42,596,116,TRUE
413,49,450,99,TRUE
279,107,346,180,TRUE
155,123,240,213,TRUE
0,156,31,290,TRUE
342,42,431,146,FALSE
228,119,314,231,FALSE
491,121,583,245,FALSE
603,47,689,165,FALSE
109,8,675,538,TRUE
105,3,245,179,TRUE
42,248,423,766,TRUE
319,78,560,366,TRUE
298,10,446,209,TRUE
451,79,532,209,TRUE
648,56,685,170,TRUE
548,0,599,47,TRUE
483,3,530,55,TRUE
224,0,273,52,TRUE
172,16,218,83,TRUE
108,1,154,53,TRUE
56,22,101,95,TRUE
299,116,382,221,TRUE
1689,273,2554,1255,TRUE
224,3,401,218,TRUE
538,63,584,126,TRUE
670,104,718,162,TRUE
197,127,254,180,FALSE
124,7,366,242,TRUE
38,6,549,558,TRUE
266,112,328,194,TRUE
238,33,469,374,TRUE
365,6,764,577,FALSE
322,189,382,258,TRUE
928,479,1377,1003,TRUE
307,309,783,888,TRUE
269,0,421,109,TRUE
117,359,790,1211,FALSE
595,298,653,381,FALSE
672,361,730,425,FALSE
181,31,548,582,TRUE
542,270,728,473,TRUE
516,212,723,449,TRUE
456,12,841,438,FALSE
46,116,391,523,FALSE
818,180,1023,522,FALSE
1219,380,1425,675,TRUE
140,319,173,357,TRUE
285,99,417,273,TRUE
24,12,402,476,TRUE
185,10,288,135,TRUE
133,416,330,670,FALSE
718,348,999,671,FALSE
145,277,375,578,FALSE
476,156,874,632,TRUE
183,149,496,553,TRUE
127,170,352,516,TRUE
0,171,133,364,TRUE
381,69,441,151,TRUE
293,74,367,171,TRUE
255,193,368,330,TRUE
267,158,412,372,TRUE
294,44,633,502,FALSE
188,50,273,154,TRUE
656,78,764,211,TRUE
383,140,494,289,TRUE
754,130,807,192,TRUE
838,172,879,220,TRUE
910,143,952,194,TRUE
491,135,549,204,TRUE
309,10,528,218,TRUE
173,67,334,275,TRUE
0,0,48,234,TRUE
425,101,470,179,TRUE
251,31,329,105,FALSE
498,38,812,500,TRUE
174,163,270,289,TRUE
469,165,566,282,TRUE
16,4,462,458,TRUE
537,71,685,256,TRUE
321,114,535,385,TRUE
112,5,392,366,TRUE
315,131,392,245,TRUE
598,155,691,292,TRUE
134,71,334,343,TRUE
122,140,297,363,FALSE
338,258,437,384,FALSE
416,191,568,387,FALSE
224,269,349,418,FALSE
285,105,454,346,FALSE
311,24,414,170,TRUE
192,3,644,604,TRUE
146,127,587,605,TRUE
179,113,280,241,FALSE
594,152,648,229,FALSE
251,5,481,346,TRUE
52,1,638,621,TRUE
362,261,595,539,FALSE
22,66,516,665,TRUE
82,1,437,499,TRUE
0,365,97,502,FALSE
558,145,675,300,FALSE
158,1,605,425,TRUE
127,39,177,107,TRUE
245,11,308,102,TRUE
216,61,234,84,FALSE
206,255,254,311,TRUE
1496,560,2158,1440,TRUE
2253,128,3102,1113,TRUE
3064,468,3587,981,FALSE
292,213,458,397,FALSE
70,6,397,493,FALSE
1025,131,1199,350,TRUE
162,309,602,975,TRUE
239,20,461,313,TRUE
45,50,255,304,TRUE
137,111,250,248,TRUE
433,267,455,292,FALSE
538,256,566,291,FALSE
815,334,851,389,FALSE
409,36,565,209,TRUE
137,135,411,451,TRUE
226,103,322,225,TRUE
111,5,219,173,TRUE
117,52,271,224,TRUE
306,123,340,164,TRUE
412,156,432,185,TRUE
536,36,583,94,TRUE
112,123,141,158,FALSE
772,10,941,245,TRUE
505,37,563,175,TRUE
360,34,682,426,TRUE
29,236,331,573,TRUE
126,35,399,407,TRUE
167,54,479,479,TRUE
542,633,777,914,TRUE
696,990,875,1189,FALSE
993,906,1227,1121,FALSE
778,151,1021,418,FALSE
230,129,438,335,FALSE
785,82,978,294,FALSE
124,50,362,344,TRUE
1131,132,1905,1109,FALSE
290,65,372,171,TRUE
120,58,327,313,TRUE
513,133,590,245,TRUE
380,108,482,226,TRUE
183,1,326,149,TRUE
751,256,965,477,TRUE
679,179,752,274,TRUE
353,62,695,616,TRUE
533,8,711,239,TRUE
773,108,928,313,TRUE
336,0,481,134,FALSE
132,158,276,327,FALSE
194,0,510,426,TRUE
131,8,549,588,TRUE
272,49,418,241,TRUE
426,27,502,140,TRUE
297,49,373,157,TRUE
27,306,101,395,FALSE
73,227,137,311,FALSE
104,64,155,136,FALSE
674,138,720,216,FALSE
393,55,473,189,TRUE
200,64,282,176,TRUE
103,81,174,179,TRUE
27,82,88,152,TRUE
276,71,316,136,TRUE
360,67,389,134,TRUE
174,81,197,124,TRUE
13,51,52,99,TRUE
122,14,806,908,FALSE
251,154,472,417,TRUE
359,39,459,162,TRUE
221,80,415,333,TRUE
0,1,298,506,TRUE
275,53,415,253,FALSE
602,2,846,263,FALSE
189,8,351,214,TRUE
100,5,558,548,TRUE
59,145,346,561,TRUE
115,91,301,375,TRUE
54,51,367,438,TRUE
108,96,378,478,TRUE
153,0,725,627,TRUE
568,32,876,497,FALSE
191,8,719,655,TRUE
37,54,447,576,TRUE
393,0,614,242,TRUE
27,199,278,491,TRUE
240,2,1011,698,TRUE
542,183,623,286,TRUE
223,61,294,150,TRUE
443,123,497,202,TRUE
369,186,458,304,TRUE
108,163,137,195,TRUE
271,83,437,353,TRUE
1,1,461,574,TRUE
398,114,610,417,TRUE
173,115,370,368,TRUE
393,26,483,146,TRUE
354,19,844,669,FALSE
1106,928,2481,2398,TRUE
388,28,423,71,TRUE
253,30,293,81,TRUE
28,51,73,103,TRUE
215,59,247,106,TRUE
133,45,176,98,FALSE
179,35,275,182,TRUE
69,15,344,448,TRUE
152,28,375,352,TRUE
237,10,499,370,TRUE
414,236,477,319,TRUE
290,69,391,192,TRUE
414,46,487,137,TRUE
140,52,343,285,TRUE
166,2,545,484,TRUE
173,59,499,487,TRUE
306,576,764,1154,FALSE
1683,200,2210,975,FALSE
124,6,431,380,TRUE
84,13,586,621,TRUE
495,101,1472,1069,TRUE
2479,634,3074,1429,TRUE
393,93,536,295,TRUE
196,226,235,276,TRUE
203,56,590,552,FALSE
1181,310,1456,657,TRUE
913,231,1115,494,FALSE
1541,541,1757,782,TRUE
913,231,1115,494,FALSE
613,543,817,787,FALSE
155,292,320,476,FALSE
184,315,214,351,TRUE
217,292,243,323,TRUE
252,290,274,320,TRUE
337,285,358,311,TRUE
186,427,268,500,FALSE
28,260,52,287,FALSE
89,285,117,317,TRUE
138,260,160,287,TRUE
1,308,22,347,TRUE
374,376,441,456,TRUE
126,242,409,625,TRUE
26,8,805,574,TRUE
124,4,410,353,TRUE
113,40,402,461,TRUE
548,163,1052,810,FALSE
410,150,466,213,TRUE
270,122,325,186,TRUE
17,65,78,145,TRUE
320,114,373,179,TRUE
59,47,234,300,TRUE
217,31,383,252,TRUE
172,113,478,525,TRUE
602,70,749,278,FALSE
102,86,420,539,TRUE
118,66,232,187,TRUE
339,14,436,147,TRUE
30,170,105,252,FALSE
193,141,261,238,FALSE
330,121,422,235,FALSE
89,115,206,258,FALSE
93,115,205,248,FALSE
401,336,523,501,FALSE
388,151,488,285,FALSE
388,153,488,286,FALSE
402,336,519,498,FALSE
595,240,708,373,FALSE
598,238,704,382,FALSE
715,201,798,318,FALSE
715,204,802,318,FALSE
89,17,456,569,TRUE
102,78,468,625,TRUE
245,142,431,338,TRUE
510,88,612,235,TRUE
0,55,66,201,FALSE
830,103,989,305,TRUE
177,13,542,452,TRUE
202,106,258,180,TRUE
11,59,117,196,TRUE
99,63,168,172,TRUE
344,115,392,184,TRUE
438,27,702,322,FALSE
540,200,1796,1541,FALSE
379,112,524,323,TRUE
684,53,802,222,TRUE
326,22,426,152,TRUE
560,22,636,135,TRUE
244,158,335,306,TRUE
311,34,388,148,TRUE
76,6,394,317,TRUE
540,4,1385,1167,FALSE
111,3,393,374,TRUE
479,235,716,564,TRUE
250,244,471,564,TRUE
321,139,402,231,TRUE
500,11,643,218,TRUE
161,9,543,558,TRUE
752,241,885,417,FALSE
197,261,338,407,FALSE
365,152,510,342,TRUE
374,71,568,328,TRUE
870,17,1008,288,TRUE
182,160,320,318,TRUE
60,42,614,488,TRUE
314,7,422,162,TRUE
206,110,325,272,TRUE
0,97,126,282,TRUE
0,267,177,533,TRUE
152,296,285,524,TRUE
469,119,515,309,TRUE
128,32,190,115,FALSE
295,81,355,158,FALSE
380,12,478,166,FALSE
268,45,417,230,TRUE
421,116,595,321,FALSE
64,6,747,511,TRUE
238,390,276,466,FALSE
236,196,366,324,FALSE
1,179,249,420,FALSE
1034,10,1131,128,FALSE
411,67,462,125,FALSE
645,49,705,110,FALSE
683,431,968,717,TRUE
1369,96,1737,552,FALSE
717,180,1266,813,TRUE
197,178,240,239,TRUE
588,134,655,212,TRUE
416,115,479,181,TRUE
95,99,145,155,FALSE
586,135,613,167,FALSE
436,187,717,532,FALSE
1081,148,1462,608,TRUE
162,42,385,340,FALSE
904,94,1532,823,TRUE
586,73,664,192,TRUE
198,138,269,225,TRUE
464,134,535,215,TRUE
417,22,599,243,TRUE
199,5,485,352,FALSE
473,4,723,358,FALSE
278,23,342,103,TRUE
414,100,473,174,TRUE
147,9,579,582,TRUE
749,596,1939,2326,FALSE
279,108,357,211,TRUE
197,30,545,530,TRUE
364,75,504,263,TRUE
431,130,519,259,FALSE
68,124,341,452,FALSE
364,71,508,274,TRUE
346,94,480,241,TRUE
655,119,883,354,TRUE
238,3,350,155,TRUE
363,4,514,198,TRUE
54,9,446,394,TRUE
312,29,523,305,TRUE
155,200,366,471,TRUE
388,2,575,205,TRUE
198,0,848,819,FALSE
3,103,267,446,TRUE
319,242,420,395,FALSE
418,24,560,216,TRUE
422,212,491,304,TRUE
643,210,699,284,TRUE
751,202,829,299,TRUE
218,453,267,518,TRUE
353,374,453,527,TRUE
647,356,824,546,TRUE
287,71,342,145,TRUE
313,206,955,958,TRUE
208,49,446,395,TRUE
364,179,536,435,TRUE
2,69,67,184,TRUE
96,54,142,141,TRUE
132,23,171,83,TRUE
2268,520,3138,1709,TRUE
173,0,395,249,TRUE
308,225,366,310,TRUE
53,51,242,334,TRUE
244,69,422,328,TRUE
650,8,1176,540,FALSE
418,36,615,331,FALSE
222,12,715,633,TRUE
287,24,519,354,TRUE
47,44,232,319,TRUE
306,1,1337,1020,FALSE
282,11,366,131,FALSE
581,7,697,157,TRUE
200,0,590,458,FALSE
55,0,369,463,TRUE
375,122,698,564,TRUE
779,39,999,341,FALSE
765,53,1005,290,TRUE
172,0,267,60,FALSE
704,0,812,43,FALSE
324,47,438,189,TRUE
382,107,498,231,TRUE
547,62,681,240,TRUE
758,25,901,226,TRUE
394,89,518,274,FALSE
370,1,529,143,TRUE
266,14,361,142,TRUE
157,75,466,467,TRUE
208,23,307,164,TRUE
235,35,441,323,TRUE
270,2,427,165,FALSE
328,344,384,402,TRUE
179,341,234,420,TRUE
555,27,775,298,TRUE
61,2,236,203,TRUE
448,0,581,134,TRUE
170,147,794,670,FALSE
398,114,518,259,TRUE
338,111,405,224,TRUE
243,111,318,204,TRUE
115,96,191,196,TRUE
56,98,105,181,TRUE
0,74,59,189,TRUE
2548,1232,3295,2261,TRUE
539,165,660,312,FALSE
323,4,400,95,TRUE
3,4,466,492,TRUE
119,154,196,254,TRUE
0,50,25,123,TRUE
181,47,291,220,TRUE
342,82,464,264,TRUE
18,79,142,244,TRUE
253,20,333,136,FALSE
498,114,545,168,TRUE
185,108,232,169,TRUE
249,141,454,364,TRUE
481,116,557,206,TRUE
242,115,323,208,TRUE
361,167,413,235,TRUE
13,86,88,181,TRUE
575,143,625,214,TRUE
185,46,298,165,TRUE
311,226,405,358,TRUE
487,206,562,293,TRUE
877,412,983,524,TRUE
791,46,915,217,TRUE
8,201,70,282,TRUE
815,197,1022,453,TRUE
160,1,749,653,FALSE
2,4,443,239,TRUE
252,63,598,397,TRUE
440,398,722,615,TRUE
915,78,1419,742,FALSE
370,78,511,227,TRUE
336,151,394,272,TRUE
243,106,342,282,TRUE
195,164,248,271,TRUE
224,102,273,161,FALSE
387,118,446,184,FALSE
18,43,163,239,TRUE
277,221,332,302,TRUE
340,210,415,311,TRUE
420,212,526,347,TRUE
240,185,263,211,FALSE
214,202,235,229,FALSE
120,74,430,445,TRUE
19,64,135,195,TRUE
252,44,336,155,TRUE
23,52,149,219,FALSE
287,154,407,325,FALSE
384,169,413,300,FALSE
464,375,586,538,FALSE
662,199,748,304,FALSE
613,125,771,301,FALSE
230,72,970,813,TRUE
574,0,680,159,TRUE
73,0,181,72,TRUE
846,103,1170,521,TRUE
216,2,529,499,TRUE
151,3,390,241,TRUE
30,152,95,233,FALSE
131,74,284,230,TRUE
446,198,553,320,TRUE
128,80,273,285,TRUE
386,163,513,319,TRUE
225,98,292,170,TRUE
512,96,600,192,TRUE
61,239,158,347,TRUE
262,242,326,320,TRUE
586,228,648,313,TRUE
427,330,493,415,TRUE
507,368,566,439,TRUE
2,257,27,283,FALSE
394,297,420,327,FALSE
328,276,345,299,FALSE
290,106,353,191,FALSE
115,11,435,452,TRUE
155,96,468,532,TRUE
385,42,674,420,TRUE
10,41,351,477,TRUE
34,119,322,476,TRUE
324,54,684,579,TRUE
442,42,503,146,FALSE
184,257,262,358,FALSE
39,233,172,384,FALSE
13,62,155,191,FALSE
8,65,248,382,TRUE
101,38,361,429,TRUE
379,281,430,340,TRUE
240,165,511,491,TRUE
47,43,205,247,TRUE
395,9,555,204,TRUE
177,7,349,162,FALSE
113,5,420,432,TRUE
267,2,403,147,TRUE
585,203,605,234,TRUE
571,199,585,226,TRUE
205,21,254,95,FALSE
74,37,180,171,FALSE
576,28,660,135,FALSE
593,84,632,132,TRUE
360,176,658,579,TRUE
397,94,485,194,TRUE
2,5,118,214,TRUE
138,100,295,320,TRUE
355,52,516,323,TRUE
411,9,929,652,TRUE
143,40,242,175,FALSE
466,214,556,337,FALSE
272,10,335,74,FALSE
150,406,199,470,FALSE
305,186,397,263,TRUE
853,192,928,279,TRUE
751,142,792,199,TRUE
905,125,943,176,TRUE
136,175,320,426,FALSE
338,45,505,277,FALSE
437,1,566,181,FALSE
267,166,462,418,TRUE
445,4,746,385,TRUE
322,5,756,646,TRUE
198,132,292,247,TRUE
500,93,681,313,TRUE
286,230,517,519,TRUE
68,231,282,550,TRUE
119,6,462,395,TRUE
229,29,423,339,TRUE
333,173,482,383,TRUE
164,107,216,186,FALSE
35,46,82,105,FALSE
206,44,250,108,FALSE
328,47,374,108,FALSE
446,57,491,100,FALSE
334,103,417,184,FALSE
6,5,327,406,TRUE
118,23,549,441,FALSE
429,163,567,332,TRUE
704,153,811,384,TRUE
255,22,472,265,TRUE
132,3,404,333,FALSE
130,34,541,572,TRUE
270,110,471,431,TRUE
115,301,297,543,TRUE
323,125,613,530,TRUE
171,1,407,228,FALSE
61,8,438,442,TRUE
130,6,492,495,TRUE
4,5,212,315,TRUE
219,5,448,265,TRUE
597,5,800,178,FALSE
389,43,538,167,FALSE
40,2,441,426,TRUE
181,36,268,165,TRUE
351,93,400,180,FALSE
350,120,413,191,TRUE
291,6,497,309,TRUE
263,64,374,194,TRUE
523,1,737,294,TRUE
413,98,523,219,TRUE
70,230,136,301,FALSE
356,54,544,315,FALSE
473,213,579,349,TRUE
148,112,548,624,TRUE
158,39,570,582,TRUE
518,137,623,259,TRUE
432,104,523,214,TRUE
25,111,51,140,FALSE
322,181,426,351,TRUE
2776,408,3346,1174,TRUE
592,394,1199,1229,TRUE
387,2,497,151,TRUE
75,0,654,603,TRUE
247,60,367,197,FALSE
391,9,1004,828,TRUE
102,39,356,342,FALSE
190,5,668,574,TRUE
344,95,480,290,FALSE
812,3,982,169,TRUE
333,201,535,469,TRUE
464,3,560,152,TRUE
128,7,242,115,TRUE
80,243,882,1158,FALSE
3,650,338,1374,FALSE
154,3,661,611,TRUE
182,20,519,466,TRUE
71,0,587,476,TRUE
102,112,201,227,TRUE
493,88,568,165,TRUE
236,45,477,372,TRUE
121,4,510,445,TRUE
653,111,783,292,FALSE
527,76,608,175,TRUE
301,9,471,258,FALSE
132,95,184,165,FALSE
91,170,151,246,FALSE
233,113,439,393,TRUE
386,0,1000,841,TRUE
91,10,570,614,TRUE
151,59,612,719,TRUE
154,32,422,388,TRUE
573,130,683,285,TRUE
449,401,618,481,TRUE
335,3,495,170,FALSE
215,48,316,204,TRUE
66,113,110,163,TRUE
221,25,406,250,FALSE
792,191,1094,579,TRUE
795,18,1026,281,TRUE
37,0,365,457,TRUE
352,228,696,610,TRUE
540,116,721,347,FALSE
357,158,529,386,FALSE
290,87,462,265,TRUE
444,183,572,349,FALSE
87,105,149,184,FALSE
148,5,410,239,TRUE
147,0,814,492,TRUE
204,90,447,430,TRUE
142,130,543,569,TRUE
559,184,605,247,TRUE
449,195,495,256,TRUE
361,208,412,267,TRUE
0,229,191,473,TRUE
362,196,535,406,TRUE
371,37,455,164,TRUE
577,91,780,312,FALSE
216,21,469,327,TRUE
274,198,332,275,TRUE
351,43,442,161,TRUE
690,5,1643,1046,FALSE
161,226,270,330,TRUE
187,105,432,377,FALSE
440,220,612,462,FALSE
709,151,943,539,FALSE
633,34,867,281,FALSE
53,3,657,610,TRUE
65,7,372,346,TRUE
204,1,478,213,TRUE
360,97,473,243,TRUE
589,42,681,146,TRUE
330,56,395,155,TRUE
